time,text
23:14:00,"At 11:14 pm., Carson's fears were realized.—Peter Edwards—http://bit.ly/METgVl—#twitterfiction"
23:15:00,"11:15 Humph. Mum just rang. 'Sorry, darling. It isn't Newsnight, it's Breakfast News tomoro—H.Fielding—http://bit.ly/1fz20cn—#twitterfiction"
23:16:00,"The great clash, one of only four such slugfests of WWII, opened at 11:16 on Nov. 14—Stanley E. Smith—http://bit.ly/1g23IxQ—#twitterfiction"
23:17:00,Moon in Scorpio to Sagittarius 11:17 PM there might be some minor skirmishes around the home front—BDD—http://bit.ly/1hyuH8o—#twitterfiction
23:18:00,"mail exchange between Brian Hunter and Michael Hoss, Sept. 16, 2006, starting at 11:18 pm—B.Dreyfuss—http://bit.ly/MFkyLf—#twitterfiction"
23:19:00,11:19 pm: Had a lovely meal out. We reminisced about relationships and gossiped about people—A.Cohen—http://bit.ly/1bWQkzq—#twitterfiction
23:20:00,At 11:20 P.M. ordered two soldiers out of Chinatown. Were annoying Chinese pedestrians—Jacobs&Landau—http://bit.ly/1g3bmYZ—#twitterfiction
23:21:00,"On the bridge, the time was 11:21 pm. Abdul and Faisal watched the controls—Chet Cunningham—http://bit.ly/NIhv5X—#twitterfiction"
23:22:00,At 11:22 on 22 May Admiral Lütjens announced his decision to Lindemann and Brinkmann—David J Bercuson—http://bit.ly/MFjQNX—#twitterfiction
23:23:00,11:23 PM. The stairs were encased in a sort of giant glass tube—Sam Enthoven—http://bit.ly/1fz51nb—#twitterfiction
23:24:00,11:24 pm. Lilleba Ericsson's eyes watched Bernstein's face. It was a good face.—William Brinkley—http://bit.ly/1kG6Svp—#twitterfiction
23:25:00,"December 24, 1985 / 11:25 pm. Emptiness consumed me as I made my way back home—Mick Foley—http://bit.ly/1mNN2TQ—#twitterfiction"
23:26:00,"Arrival time in Atlanta, next leg of my joumey, was 11:26 pm, including the hour difference—Og Mandino—http://bit.ly/1i3vzoo—#twitterfiction"
23:27:00,"She covered eight flights, two stairs at a time, in thirty-nine seconds. 11:27 pm.—Echo Heron—http://bit.ly/MF3tB8—#twitterfiction"
23:28:00,"Tuesday, 11:28 p.m. PST ""You know, I'd tie you up if I thought it would work,"" —@LisaGardnerBks—http://bit.ly/1lDSKGn—#twitterfiction"
23:29:00,"The time read 11:29 pm John smiled. ""Nothing like it in the world.""—Richard Elliott—http://bit.ly/1hQdENy—#twitterfiction"
23:30:00,11:30 pm. Kernevel gives up the chase and divides Störtebecker into 3 new patrol lines—Bercuson&Herwig—http://bit.ly/1fzmiTj—#twitterfiction
23:31:00,"THE 911 CALL from the farmhouse went out at 11:31 pm., just after the Impala sped away.—Peter Edwards—http://bit.ly/1kEVUq0—#twitterfiction"
23:32:00,"11:32 pm— Double cheek Melissa, who just walked in—Robert Lanham—http://bit.ly/1d9oluO—#twitterfiction"
23:33:00,"It was 11:33. They headed north on San Pablo Avenue, gloved hands wiping glass splinters—@thomas_peele—http://bit.ly/1jJme2w—#twitterfiction"
23:34:00,"The glowing green numerals on the dashboard clock said 11:34 pm —Barnabas Miller, ‎Jordan Orlando—http://bit.ly/1i3tGbr—#twitterfiction"
23:35:00,"She too lay supine...wakeful and waiting, until finally at 11:35 she heard the front door—Colin Dexter—http://bit.ly/NhMB4k—#twitterfiction"
23:36:00,"What the hell's happened to Tuesday, July 20, 11:36 pm..—Masterton, Graham Masterton—http://bit.ly/1lsbhFI—#twitterfiction"
23:37:00,11:37 pm 25 University Avenue ~ The Labyrinth SNOW-CLOUDS have drifted off to other parts—C.DeAngelis—http://bit.ly/1cuMpVl—#twitterfiction
23:38:00,"Then, at 11:38 pm, an “URGENT"" elattered over our AP machine—@NickKristof, ‎@WuDunn—http://bit.ly/1cuKX5k—#twitterfiction"
23:39:00,"At 11:39 pm., all of Canada — all of the baseball world — stood up and screamed.—Stephen Brunt—http://bit.ly/1hR82mg—#twitterfiction"
23:40:00,"11:40, Apr.1993, Cincinnati. Homicide Detective Carl Willers rode the antiquated elevator—Howard Olgin—http://bit.ly/1hw534l—#twitterfiction"
23:41:00,"To: The Musician From: Anonymous Lawyer Date: Thursday, May 25. 11:41 PM Who are you?—Jeremy Blachman—http://bit.ly/1hUlC8c—#twitterfiction"
23:42:00,The awful moment came Thursday night at 11:42 P.M. Top of the ninth. Yankees up.—@NewYorker—http://bit.ly/1cA2OOb—#twitterfiction
23:43:00, Atomic Scientists showed the hands on the clock pushed back to 11:43 P.M.—Mark Hitchcock—http://bit.ly/MSPZ4T—#twitterfiction
23:44:00,"The EMTs transported the subject to the hospital emergency room, arriving at 11:44 pm—Michael Romkey—http://bit.ly/1d9FrJ1—#twitterfiction"
23:45:00,He selected the side/rear view with the same date and an 11:45 pm. time stamp.—Mark Mynheir—http://bit.ly/1bW8G3o—#twitterfiction
23:46:00,11:46 Myers'Briggs personality tests we took in Future and Family class say that I'm ENFJ—T.Davis -—http://bit.ly/1kH4UOw—#twitterfiction
23:47:00,She noted the time in her notebook: 11:47 pm. Susan had not quite survived the day.—Sterling Blake—http://bit.ly/1ogdb9r—#twitterfiction
23:48:00,"11:48 PM. Protect the Queen, said Ben's brain. Then again: Protect the Queen.—Sam Enthoven—http://bit.ly/1eERKOo—#twitterfiction"
23:49:00,"It was only 11:49pm I couldn't have been asleep longer than fifteen minutes—John Pelan, ‎Benjamin Adams—http://bit.ly/NIi8MF—#twitterfiction"
23:50:00,"May 4, at 11:50, OkIahoma City operations chief Mike Shannon states, ""I'm calling the game.—C.Irving—http://bit.ly/1hAwn0E—#twitterfiction"
23:51:00,Lisa's contractions kicked in. Arden was born at 11:51 pm—John Bevere—http://bit.ly/1fStEjf—#twitterfiction
23:52:00,“Our Dispatch got a 911 call at about 11:52 pm. from Wilson's wife.” —Mark Mynheir—http://bit.ly/1g1Rw0j—#twitterfiction
23:53:00,"When the group returned to Rippolson Road at 11:53 pm, Varmin Way had unoccurred—China Mieville—http://bit.ly/1mNxH5R—#twitterfiction"
23:54:00,"Arriving home at 11:54 p.m., he found Jennifer waiting on the couch. “Hi, Jen.” “Hi.” —James Halperin—http://bit.ly/1ihSkVE—#twitterfiction"
23:55:00,"The train left on time at 11:55PM, which would put them in Moscow at 7:55 tomorrow morning—Steve Berry—http://bit.ly/1nltdQM—#twitterfiction"
23:56:00,"Finally, at 11:56 pm. on 22 October 1943, U305 eases up to her berth in Brest.—Bercuson&Herwig—http://bit.ly/1kG2k8m—#twitterfiction"
23:57:00,"at 11:57 pm.. the Senate also approved the bill: fortythree in favor, twentyfive opposed—John W.Simpson—http://bit.ly/OOnHdF—#twitterfiction"
23:58:00,"11:58PM I am floating in total darkness. Not floating like in water, but on a stream of air—L.McDaniel—http://bit.ly/1bWLcLN—#twitterfiction"
23:59:00,Chigurgh...looked at his watch. The new day was still a minute away.—Cormac McCarthy—http://bit.ly/MSTkRz—#twitterfiction
0:00:00,"The clock striketh twelve O it strikes, it strikes! Now body, turn to air—Christopher Marlowe—http://bit.ly/1n14STu—#twitterfiction"
0:00:45,"At 3/4 minute past midnight, the lamp is turned on.—Roy T. Cook—http://bit.ly/1g76G81—#twitterfiction"
0:00:53,"At 7/8 minute past midnight, the lamp is turned off—Roy T. Cook—http://bit.ly/1g76G81—#twitterfiction"
0:02:00,"your brother, Ronald Keith Williamson Number 134846, is scheduled to be executed at 12:02—John Grisham—http://bit.ly/1gJg7Zl—#twitterfiction"
0:03:00,I looked at the clock: 12:03 am. I stared at it. Kept staring. The numbers were red—R. A. Nelson—http://bit.ly/1oexPGV—#twitterfiction
0:04:00,"The message had been left by that Denver caller, at 12:04 am., today's date—Linda Howard—http://bit.ly/1oew78i—#twitterfiction"
0:05:00,2 days later 12:05 AM Thurs would be linked with 12:05 AM Fri...end of timeshaft—Roger Macbride Allen—http://bit.ly/1bVgqCR—#twitterfiction
0:06:00,12:06 A.M. Winslow is only marginally less depressing than IT Gray Haven—Joe Schreiber—http://bit.ly/1gJieMH—#twitterfiction
0:07:00,the phone rang. The dashboard clock read 12:07 A.M—Harlan Coben—http://bit.ly/1jKKuRW—#twitterfiction
0:08:00,"Tayerle had told us that at 12:08 A.M., the moon would slowly move into the Earth's shadow—Callie West—http://bit.ly/1jIBNaz—#twitterfiction"
0:09:00,"At 12:09, fifteen hours after the meeting began the first genuine pro-Ford deputation arrived—I.Tossell—http://bit.ly/NgEFQP—#twitterfiction"
0:10:00,The backward clock is going backward from 12:10 am—Alfred Hitchcock—http://bit.ly/1huiBgL—#twitterfiction
0:11:00,"12:11 am. I hurried into the nursery, lifted Addison from his crib—John Bevere—http://bit.ly/1ldBrc8—#twitterfiction"
0:12:00,"At 12:12 A.M., cardiac arrest occurred. Dr. Hume began external cardiac massage.—Michael Romkey—http://bit.ly/1fyx4mT—#twitterfiction"
0:13:00,"At 12:13 AM. last night I bought shoes, evidenced by the last 4 digits of my credit-card—Laurie Notaro—http://bit.ly/1fyk8TL—#twitterfiction"
0:14:00,I hope I'll be able to fall asleep. Wish me luck.' 12:14 am. Still awake.—Sara Miller—http://bit.ly/1cIUOov—#twitterfiction
0:15:00,We located the second half of Triple Nickel at 12:15 am.—Gary C. Schroen—http://bit.ly/NgxY1l—#twitterfiction
0:16:00,It was 12:16 A.M. and raining. Woldemariam had gone outside to warm up his car —Horwitz&Ruane—http://bit.ly/1hUdoOG—#twitterfiction
0:17:00,12:17 am....SESSION...Since Seth began these sessions on human sexuality.—Jane Roberts—http://bit.ly/1hzj4h6—#twitterfiction
0:18:00,"By 12:18 A.M., Chamberlain was cut off from the country that slept in reason beyond—Stephen King—http://bit.ly/MGFBgv—#twitterfiction"
0:19:00,at 12:19 am. on August 2—Nixon announced that the amendment was approved.—Robert A. Caro—http://bit.ly/1kDlJtH—#twitterfiction
0:20:00,The statement ...arrived at the press galleries at 12:09 P-M—Elizabeth Drew:—http://bit.ly/1bYAape—#twitterfiction
0:21:00,Time: 12:21...loud thunder rolled in the sky. This is one hell of a time for it to rain!—J.Rosenberger—http://bit.ly/1oezNH7—#twitterfiction
0:22:00,12:22 A.M.— Notice he uses Prell. What's up with that?—Robert Lanham—http://bit.ly/1gJhyqy—#twitterfiction
0:23:00,The time readout said 12:23 am. Suddenly a drunken figure burst into the frame—Christopher Fowler—http://bit.ly/1oyFAYh—#twitterfiction
0:24:00,He was on the top deck “at about 12:20 a.m.” He saw the musician running down the deck —Michael Davie—http://bit.ly/1fhZiab—#twitterfiction
0:25:00,At 12:25 a.m. Bahr orders U305 back up to resume the search for the elusive convoy—Bercuson&Herwig:—http://bit.ly/1eRHkGI—#twitterfiction
0:26:00,when a patrol officer checked out screaming he heard on Westview St Oct. 4 at 12:26—Henry Kisor—http://bit.ly/1hOrwaU—#twitterfiction
0:27:00,"Mr Gregory tapped the numerals at the bottom of the screen...the time-code, 12:27—Christopher Fowler—http://bit.ly/1huh3mI—#twitterfiction"
0:28:00,12:28 A.M.— Move in for a kiss and some steamy lip action begins...—Robert Lanham—http://bit.ly/1hOpN5C—#twitterfiction
0:29:00,"To: Anonymous Niece...Date: Monday, May 22, 12:29 AM I know, I know. I should be happy—@jeremyblachman—http://bit.ly/1hOvwIz—#twitterfiction"
0:30:00,12:30 am 2 bells—Barbara Ann Kipfer—http://bit.ly/1kkLu1P—#twitterfiction
0:31:00,"Reade Seligrnan, had an airtight alibi for virtually every minute...midnight to 12:31 am—Ann Coulter—http://bit.ly/1g0ZEOr—#twitterfiction"
0:32:00,The Post posted it on its Web page at 12:32 A.M ...there was alarm at the White House—@IsikoffNBC—http://bit.ly/1gJgDGH—#twitterfiction
0:33:00,"Sarajevo, 12:33 A.M. AROLINE TYPED OUT HER LAST MESSAGE—Francine Mathews—http://bit.ly/1jICHnr—#twitterfiction"
0:34:00,"“At 12:34 AM in the 12th inning, Fisk's historic home run brought a 7–7 end to a game.—Dan Shaughnessy—http://bit.ly/1npOPve—#twitterfiction"
0:35:00,the body had been found at 12:35 am. by a watchman making his rounds on a North River —Rex Stout—http://bit.ly/1i272jH—#twitterfiction
0:36:00,"At 12:36 a.m., the CBC election desk declared a Liberal minority government—Terry Fallis—http://bit.ly/1dQPQGn—#twitterfiction"
0:37:00,"“...Torpedo hit starboard side.” At 12:37 A.M.: “Expect further attacks...""—Bercuson&Herwig—http://bit.ly/1ctTUvT—#twitterfiction"
0:38:00,"Vlasto's cohort, Jackie Judd, reported it on ABC radio at 12:38 A.M.—Michael Isikoff—http://bit.ly/1kJsbMF—#twitterfiction"
0:39:00,"From 12:08 am. to 12:39 am., Clinton spoke with Bennett.—John F. Harris—http://bit.ly/1ldJJRo—#twitterfiction"
0:40:00,"At 12:40 A.M., August 9, hulking Savo Island loomed out of the darkness. —Robert Leckie—http://bit.ly/1npTHk1—#twitterfiction"
0:41:00,lvins was in the hot suite from 9:25 to 12:41.His nocturnal activity grew more intense—David Willman—http://bit.ly/1fypkaq—#twitterfiction
0:42:00,A police officer said he got to the public boat ramp on Bottleneck Lake at 12:42 am—George Cuomo—http://bit.ly/1eLW6yP—#twitterfiction
0:43:00,The VCR display showed 12:43... a bleached-blond motor-mouth was...on an abdominal exerciser—N.Dickner—http://bit.ly/1cifetj—#twitterfiction
0:44:00,Moon in Cancer to Leo 12:44 A.M...Try not to step on any toes in the process—BDD—http://bit.ly/NGF7b4—#twitterfiction
0:45:00,"12:45 AM Arrive Green Bay, Wisconsin—Jacques Lowe—http://bit.ly/MVjdjH—#twitterfiction"
0:46:00,"... and finally drove Seligman back to his dorm, where his key card was swiped at 12:46 am.—Ann Coulter—http://bit.ly/NgHPnB—#twitterfiction"
0:47:00,demonstrated his greatness with the clutch clout that ended hostilities at 12:47 am—Howard Bryant—http://bit.ly/MVjl2s—#twitterfiction
0:48:00,"Rosen insisted that he had saved it at 12:48 am., not sent it—@kenauletta—http://bit.ly/1kkJrej—#twitterfiction"
0:49:00,He repeats the signal at 12:49 am in an attempt to home the other u-boats in on the carrier—Henry Kisor—http://bit.ly/ONq9Bc—#twitterfiction
0:50:00,"12:50 A M. Martina or, more accurately, thoughts of Martina were denying me the right to sleep—M.Gayle—http://bit.ly/1eLMeF9—#twitterfiction"
0:51:00,Cinder-block struts. window bars. spookedelic paint. Clock in: 12:51 am. Crutch parked—James Ellroy—http://bit.ly/1fyluhs—#twitterfiction
0:52:00,To: Anonymous Niece...12:52 AM You're right. i know. Nothing to worry about—Jeremy Blachman—http://bit.ly/NgGkG0—#twitterfiction
0:53:00,"12:53 A.M., Seaview, Fairgrounds Cindy Eagar's story had been a long, somewhat rambling—Thomas H. Cook—http://bit.ly/1pKCJyT—#twitterfiction"
0:54:00,I know only that the last time I looked at my watch it was 12:54 A.M.—Sarah Dunant—http://bit.ly/1kD3nGh—#twitterfiction
0:55:00,...the night he died...three attempts to contact...at about 12:55 am...last one went through—D.Burnett—http://bit.ly/NGE370—#twitterfiction
0:56:00,"Wednesday, September 3, 12:56 A.M. The first draft is done, almost—Ian Jackman—http://bit.ly/ONnV4I—#twitterfiction"
0:57:00,"The episode opens with flames in the forest and screen text stating, “12:57 A.M. Day 1.”—Phil Farrand—http://bit.ly/1lrk7DD—#twitterfiction"
0:58:00,At 12:58 AM on 21 May Lütjens and Lindemann received word from Naval Group—Bercuson&Herwig—http://bit.ly/1fynkic—#twitterfiction
0:59:00,12:59 A.M.: Freddy O hauls a box from his car. He circuits the six lit-up rooms—James Ellroy—http://bit.ly/1ctVLAU—#twitterfiction
1:00:00,Last night of all...The bell then beating one—@Wwm_Shakespeare—http://bit.ly/1oyMQUf—#twitterfiction
1:01:00,1:01...Desperate to get some alone time with my husband...I ask him to ride to the all-night Wal-Mart—http://bit.ly/1g7hLpT—#twitterfiction
1:02:00,I can't sleep. I'm going over there. 1:03 am — Giles's bike bloody Hat.—Ann-Marie Macdonald—http://bit.ly/1dANsqB—#twitterfiction
1:03:00,"At 1:03 AM. Lucy dialed the fourteen-digit number in after- breakfast England. ""Hello?""—Jonathan Raban—http://bit.ly/1oewqAf—#twitterfiction"
1:04:00,1st post about the records hit the site 1:04...there were 50 summaries psted by readers—@crowdsourcing—http://bit.ly/1oetCD2—#twitterfiction
1:05:00,1:05 How long is this flight? Will I have jet lag? Maybe not if I sleep. I'm going to sleep—T.Swoish—http://bit.ly/1cKqw4B—#twitterfiction
1:06:00,"MULLHOUSE, whose tragic death at 1:06 A.M. on August 1, 1954 was born at 1:06 AM—Steven Millhauser—http://bit.ly/1fykZEb—#twitterfiction"
1:07:00,passed the house at 1:07 & 2 his surprise found that lights were still on the glow ominous—Rosenberger—http://bit.ly/1n5ErvR—#twitterfiction
1:08:00,1:08 a.m. Before I went to bed I called the Spooners to update them on my dad's condition.—A.Burnett—http://bit.ly/1cOi9Fl—#twitterfiction
1:09:00,President Clinton in the White House residence at 1:09...Mrs. Clinton..would later insist ...—K.Gormley—http://bit.ly/NGCG8j—#twitterfiction
1:10:00,at about 1:10 am...the entry team arrived...at the B-2 level of the Watergate office building—J.Hougan—http://bit.ly/1ciIHUn—#twitterfiction
1:11:00,"service...begins “precisely at 1:11 am., a time that holds a superstitious significance—Hemant Mehta—http://bit.ly/1kCY49K—#twitterfiction"
1:12:00,"It was 1:12 am. when Father arrived at the police station...'I want to see my son,'—Mark Haddon—http://bit.ly/NgF5GQ—#twitterfiction"
1:13:00,Hong Kong Island on scene...1:13 am. I Control reports crowd gathering in Happy Valley.—K. G. Konkel—http://bit.ly/1jIAKre—#twitterfiction
1:14:00,Date: Aug 31 1:14 AM...Subject: Re: Better than the Inar eclipse Kathy. you are a genius—@kathygriffin—http://bit.ly/MWGrpw—#twitterfiction
1:15:00,Chen always prepared an 'evening' snack for her husband to consume on his return at 1.15—E.Yee Lin Ho—http://bit.ly/1gh9AUj—#twitterfiction
1:16:00,"Lieutenant Iwasa seems to have been first off, at about 1:16 am. on December 7—John Prados—http://bit.ly/1kkKdI2—#twitterfiction"
1:17:00,"what time and day will it be (to the nearest min.) 100,000 secs from now? [] 1:17 am Wed—Princeton Rev—http://bit.ly/1ciG4lr—#twitterfiction"
1:18:00,1:18 A.M. Mari reddens but manages a slightly awkward smile.—Haruki Murakami—http://bit.ly/1k3PfpV—#twitterfiction
1:19:00,"""...The clock tells me it is 1:19 a m Time to try to lay it to rest "" —Wiebe&Yvonne Johnson—http://bit.ly/1mSeYCN—#twitterfiction"
1:20:00,"... pickles, checkered tablecloths, old-school patrons...so right...Daily 6 pm.-1:20 am—M.Gagliardi—http://bit.ly/1oexXGs—#twitterfiction"
1:21:00,1:21 am. Island Pol-Mil reports crowd forming Central District. 3000—K. G. Konkel—http://bit.ly/1jIC5ym—#twitterfiction
1:22:00,"1:22 am., Leonid...a printout...Skala computer...reactivity reserve margin...1/2 what was rec'd—P.Read—http://bit.ly/NGJGly—#twitterfiction"
1:23:00,"at 1:23 am., the police were called to break up a fight... Myspace might be coming to Silicon Valley—http://bit.ly/1oezLiH—#twitterfiction"
1:24:00,1:24 A.M....a police officer...ran the Caprice's license number through a crime computer—Horwitz&Ruane—http://bit.ly/1fTXIXl—#twitterfiction
1:25:00,1:25 am. Arrested with man for disorderly conduct while intox—George McGovern—http://bit.ly/MEdhva—#twitterfiction
1:26:00,It took until 1:26 A. M. for the first non-absentee results to arrive...disappointment—Naftali Bendavid—http://bit.ly/NGJSRL—#twitterfiction
1:27:00,Acting Superintendent Carson was still on the job at 1:27 am. as Monday turned into Tuesday—P.Edwards—http://bit.ly/1cizwTV—#twitterfiction
1:28:00,"Clock time, Macon 12:18 pm., EST O. This column denotes the declination of the Sun—Judson D. Hale—http://bit.ly/1ciDMms—#twitterfiction"
1:29:00,"Kristiansson and Kvant at once went to this address, where they arrived at about 1:29 AM—jowall&Wahloo—http://bit.ly/1ciIXTj—#twitterfiction"
1:30:00,"Half-past one, The street lamp sputtered, The street lamp muttered, The street lamp said—T.S.Eliot—http://bit.ly/1ghh7Ct—#twitterfiction"
1:31:00,When Mitzie walked out of the First National Bank...at 1:31 AM. she had ten grand in cash—Kris Radish—http://bit.ly/1ghhrky—#twitterfiction
1:32:00,why the subspecialist that they need is not in residence at the hospilal at 1:32 am—Douglas Farrago—http://bit.ly/1dMNTe0—#twitterfiction
1:33:00,FEBRUARY 15...1:33 A.M. Okay...a first date scheduled for Valentine's Day was pretty intense—A.Cameron—http://bit.ly/1eC31Py—#twitterfiction
1:34:00,"...everything stood still. Time, the world...stars...Then Sunday, June 20, 1:34 am—M&G.Masterton—http://bit.ly/1ctUud0—#twitterfiction"
1:35:00,"at 1:35 a.m., science adviser Jerry Wiesner roused press secretary Pierre Salinger from bed—J.Schefter— http://bit.ly/NKua8i—#twitterfiction"
1:36:00,"Once the song went off, I looked at the clock in my car. It read 1:36 a.m—Nikki Turner—http://bit.ly/NKsprR—#twitterfiction"
1:37:00,"Monday, 1:37 AM. How did I get here? Can someone please tell me that?—Anna Fels—http://bit.ly/1mSdyIr—#twitterfiction"
1:38:00,"13 Hrs Later, 1:38 am...she opens her eyes next she has lifted herself out of her body—J.Lowy—http://bit.ly/1ink77p—#twitterfiction"
1:39:00,10:01 am depart Appenzell by train...lunch in the medieval town of Rapperswil—Brown&Tapp&Brown—http://bit.ly/1mSrkuo—#twitterfiction
1:40:00,Barker and Martinez cannot have reunited with McCord until about 1:40 am—Jim Hougan—http://bit.ly/MEd9fc—#twitterfiction
1:41:00,"At 1:41 A.M., Dr. Martino directed the ambulance to head for the Pitié-Salpétriere Hospital—Tina Brown—http://bit.ly/1hueAsz—#twitterfiction"
1:42:00,Suzanne let him fall asleep at her side. She glanced at the clock. It was 1:42 A.M—Frank Turner Hollon—http://bit.ly/1mSayMc—#twitterfiction
1:43:00,(Seizure A: 2 mins 4 secs. Seizure B: 20 secs). 1:43 am.: Hands & breasts amputated & preserved—E.Heron—http://bit.ly/NGLBH1—#twitterfiction
1:44:00,"tears...a brief statement: “Senator Robert Francis Kennedy died at 1:44 A.M. today""—M.Drosnin—http://bit.ly/1mSjFwc—#twitterfiction"
1:45:00,"Every day he wakes up at 1:45 am., takes a ritual bath, then arrives at the wall—A J Jacobs—http://bit.ly/1fgqOAg—#twitterfiction"
1:46:00,the blaze was finally put out at 1:46 A.M—Charles Duhigg—http://bit.ly/1gLw9lg—#twitterfiction
1:47:00,"At 1:47 AM the last calls came in from air traffic control, from Ann Brennan—Willia Langewiesche—http://bit.ly/1gJeUkA—#twitterfiction"
1:48:00,"They did not...remove paintings until 1:48 am, 24 mins after they entered the museum.—Wittman&Shiffman—http://bit.ly/1pKrypX—#twitterfiction"
1:49:00,"It was 1:49 am. on Tues, Aug 14...Japanese...flashed a bulletin to expect an imperial message—J.Moskin—http://bit.ly/ONqhkg—#twitterfiction"
1:50:00,1:50 am. A TWA Boeing 707 carrying 145 passengers & 10 crew from Frankfurt 2 NYC was hijacked—D.Yallop—http://bit.ly/1hOpvvA—#twitterfiction
1:51:00,"At 1:51 am., Jack Nicholson is a frantic juvenile delinquent in “The Cry Baby Killer”—DANIEL ZALEWSKI—http://nyr.kr/1kXszqX—#twitterfiction"
1:52:00,At 1:52 am...a unit was requested to respond to the Watergate office building—Jim Hougan—http://bit.ly/1fyyUEi—#twitterfiction
1:53:00,"1:53 am (with cont recorded conversation with N.Grobowski): Renee, pick up the phone!—Perriman&Coleman—http://bit.ly/1dMRjgS—#twitterfiction"
1:54:00,At 1:54 am. provisioning begins. U69 takes on 14 days of supplies in 1 hr and 15 mins—Bercuson&Herwig—http://bit.ly/1eCcmXw—#twitterfiction
1:55:00,"At 1:55 am., they were the last real lifeboat to leave the Titanic—Danielle Steel—http://bit.ly/1pKF64W—#twitterfiction"
1:56:00,I quoted the exact time to her that was on his death certificate - 1:56 am—Bill&Judy Guggenheim—http://bit.ly/ONqZ0Q—#twitterfiction
1:57:00,"I am up, sleepless ...It's now 1:57 AM. I have to get up in three hours—Randy Alcorn—http://bit.ly/1gJfOO5—#twitterfiction"
1:58:00,The black Corvette pulled into the drive-up area behind the motel at 1:58 am.—@AndrewVachss—http://bit.ly/1bVlsPQ—#twitterfiction
1:59:00,The clock read 1:59 AM. The bed looked empty.—@TheKarenRobards—http://bit.ly/1hWzobR—#twitterfiction
2:00:00,At two AM everyone’s lonely—Zadie Smith—http://bit.ly/1q3RpJM—#twitterfiction
2:01:00,all you've been doing is 'Liking' other people's FB updates 2:01 am: Make a panic call—@clydeno9—http://bit.ly/1hYWgYR—#twitterfiction
2:02:00,"""I was born at 2:02 A.M."" She leaned forward, placing her hand over her friend's.—Rita Mae Brown—http://bit.ly/1hujqGk—#twitterfiction"
2:03:00,"2:03 am. ""So I am now hors de combat! Well, I've enjoyed things wouldn't you know it""—William Brinkley—http://bit.ly/1fypIWg—#twitterfiction"
2:04:00,"In one horoscope, the proper time for romance was said to be ""November 19, until 2:04 am""—Clark Hubler—http://bit.ly/1n92ZnP—#twitterfiction"
2:05:00,he took a written statement from David Gillispie at 2:05 am...witness stand...testimony—Mick Lowe—http://bit.ly/1lri2HR—#twitterfiction
2:06:00,best college football player I have seen...I kept looking at the clock . . . 2:06 am—Plunkett&Newhouse—http://bit.ly/1ciIznN—#twitterfiction
2:07:00,But I couldn't sleep. And I got out of bed at 2.07 am and I felt scared of Mr. Shears—Mark Haddon—http://bit.ly/1qm3NVu—#twitterfiction
2:08:00,at 2:08 am. The detective phoned Santa Barbara. His report confirmed the woman's story—@thomas_peele—http://bit.ly/1fynmkg—#twitterfiction
